,abstract,date,headline,id,lead_paragraph,url,word_count
182,The hall of famer and the young gun. How two enthusiasts have carved a life in racing.,2020-04-30,"Two Women, Two Career Paths and a Shared Passion: Cars",nyt://article/38303a48-b996-5d38-a31b-479cc3ffa08d,"Sue Mead wasn’t always a hall-of-fame automotive journalist. She started her career, in fact, as a floral designer before stints in the mental health care field.",https://www.nytimes.com/2020/04/30/business/women-automotive-careers.html,1396
183,"David Rhodes, a news executive who has held leadership roles at CBS News and Bloomberg, has been advising the media empire’s British operation.",2020-05-01,A Onetime Leader of Fox News Returns to the Murdoch Fold,nyt://article/cef371c9-83ad-5d0a-8e9d-e06d3766f515,"David Rhodes, a former Fox News executive who also led CBS News, has quietly begun consulting for Rupert Murdoch’s media empire.",https://www.nytimes.com/2020/05/01/business/media/fox-news-david-rhodes-murdoch.html,389
184,"David Rhodes, a news executive who has held leadership roles at CBS News and Bloomberg, has been advising the media empire’s British operation.",2020-05-01,A Onetime Leader of Fox News Returns to the Murdoch Fold,nyt://article/cef371c9-83ad-5d0a-8e9d-e06d3766f515,"David Rhodes, a former Fox News executive who also led CBS News, has quietly begun consulting for Rupert Murdoch’s media empire.",https://www.nytimes.com/2020/05/01/business/media/fox-news-david-rhodes-murdoch.html,389
185,"Cheered on by Representative Alexandria Ocasio-Cortez and others, a new generation is making gains on everything from layoff protections to gender-neutral pronouns. Can they help save the industry?",2020-05-04,How a New Breed of Union Activists Is Changing the Rules (and Newsrooms),nyt://article/2db0dbb7-b778-5dd5-acee-3576dce16dac,"As the coronavirus crisis wreaked havoc in the news business last month, the newly installed president of the most prominent journalists’ union in the country, the NewsGuild, crossed a line that once seemed unimaginable: He asked the government for money.",https://www.nytimes.com/2020/05/03/business/media/coronavirus-union-newsrooms.html,1636
186,The Pulitzer board makes The Times a winner in three categories. The Anchorage Daily News and ProPublica take a major prize at a time when local journalism is in crisis.,2020-05-04,"The New York Times, Anchorage Daily News and ProPublica Win Pulitzers",nyt://article/b276f31b-07a5-590e-ab40-7d4a1ebffd2c,"Pulitzer Prizes were awarded on Monday to news organizations that delved into corruption, law enforcement and the legacy of racism in the United States, recognizing journalists’ examinations of inequality and other societal ills.",https://www.nytimes.com/2020/05/04/business/media/pulitzer-prizes.html,1156
187,A retired C.I.A. officer sees danger ahead for the independence and political impartiality of the 17 U.S. intelligence agencies if Trump’s choice for director of national intelligence is confirmed.,2020-05-04,The Cloud Forming Over America’s Spies,nyt://article/41e5a41b-efaa-5913-9fa0-e50da2bccc81,"The appointment in February of Richard Grenell, a political operative and Donald Trump loyalist, as acting director of national intelligence after the renomination of former Congressman John Ratcliffe to permanently fill the position once he is confirmed, has many current and former intelligence professionals deeply concerned.",https://www.nytimes.com/2020/05/04/opinion/trump-grenell-ratcliffe.html,1506
188,Rachel Maddow was among those at NBC who had put pressure on the news division’s leadership team.,2020-05-04,Andrew Lack Is Out as the Head of NBC News After a Stormy Tenure,nyt://article/e91f8a9c-11da-589a-8fe9-6a74ea11aa68,"The chairman of NBC News, Andrew Lack, will depart his role at the end of May, NBC Universal said on Monday, an abrupt end to the tenure of an executive whose tenacity and ability to withstand turmoil made for a long career in the fickle television news business.",https://www.nytimes.com/2020/05/04/business/media/andy-lack-nbc-steps-down.html,1172
189,"The F.C.C. levied the largest civil penalty in its history against a conservative owner of local TV stations, scuttling its ambitious merger plans.",2020-05-06,Sinclair Wanted to Rival Fox News. Now It Faces a $48 Million Fine.,nyt://article/1913d9a6-cbdb-5bd9-a7d7-699203ab6fa8,"Sinclair Broadcast Group was meant to be the new Fox News, a conservative media outlet that would become an even more vocal proponent of President Trump and his policies as it took control of local televisions from coast to coast. As Sinclair’s leaders forged ties with the White House, the company’s move to buy a rival group of TV stations at one point appeared assured.",https://www.nytimes.com/2020/05/06/business/sinclair-fine-fcc.html,827
190,"President Trump responded to the news that the Justice Department had dropped charges against Michael Flynn, his first national security adviser, who had pleaded guilty to lying to F.B.I. agents.",2020-05-07,Trump Calls Flynn an ‘Even Greater Warrior’ After Case Is Dropped,nyt://video/cd1f13b4-a85c-522a-b2e0-c8ccac093139,"President Trump responded to the news that the Justice Department had dropped charges against Michael Flynn, his first national security adviser, who had pleaded guilty to lying to F.B.I. agents.",https://www.nytimes.com/video/us/politics/100000007128072/trump-flynn.html,0
191,Here’s what you need to know.,2020-05-07,"Coronavirus, President Trump, India: Your Thursday Briefing",nyt://article/cbcc6b0f-4177-5cce-b72a-9a7b9bd64cae,This newsletter will often start with coronavirus news. And you’ll always find plenty of news about it below. But the virus isn’t the only story we’re going to cover in depth.,https://www.nytimes.com/2020/05/07/briefing/coronavirus-president-trump-india-your-thursday-briefing.html,1524
192,Gov. Andrew M. Cuomo provided initial results of a statewide antibody test for health care workers that suggested they were less likely to test positive than the general population.,2020-05-07,"‘Amazingly Good News,’ Cuomo Says of Antibody Testing Results",nyt://video/dac3a927-8135-5cb1-b199-93fc49be465e,Gov. Andrew M. Cuomo provided initial results of a statewide antibody test for health care workers that suggested they were less likely to test positive than the general population.,https://www.nytimes.com/video/us/politics/100000007126827/new-york-governor-andrew-cuomo-press-conference-coronavirus.html,0
193,The president has served up a series of false and misleading statements as he seeks to counter uncomfortable facts about the spread of Covid-19 and questions about his push to reopen the economy.,2020-05-07,"Criticized on Virus, Trump Goes to His Playbook: Deflect, Reject and Minimize",nyt://article/a5bb4bf3-1aac-5113-aea8-6e8610661882,"Faced with intense criticism of his handling of the coronavirus pandemic, stubbornly high rates of new infections across much of the country and questions about whether he is pushing too soon to get the economy going again, President Trump has settled into a messaging routine: deflect, reject and minimize.",https://www.nytimes.com/2020/05/07/us/politics/trump-coronavirus-fact-check.html,1481
194,"The State Department insists the Trump administration is at the fore of the global response to the coronavirus, but worries persist about an American retrenchment.",2020-05-08,U.S. Leads the World’s Virus Fight? That’s News to the World,nyt://article/e991842d-a63b-51e2-9395-4cc864e5712d,WASHINGTON — A new Democratic plan for confronting the coronavirus echoes what much of the rest of the West has been saying for months: that the United States has stepped back from the global response just as it is needed most.,https://www.nytimes.com/2020/05/08/us/politics/trump-coronavirus-alliances.html,1164
195,Did you follow the headlines this week?,2020-05-08,"News Quiz: Coronavirus, Michael Flynn, Don Shula",nyt://interactive/96182ff0-9618-5f24-97d7-5e8ce738744f,Did you follow the headlines this week?,https://www.nytimes.com/interactive/2020/05/08/briefing/coronavirus-michael-flynn-don-shula-news-quiz.html,0
196,"Warning that Iranians are at risk of Covid-19 while held in the United States, officials in Tehran say there is a “readiness for all prisoners” to be discussed.",2020-05-10,Iran Seeks Unconditional Talks on Prisoner Swap,nyt://article/8ceb34c2-1a89-5aac-9a6d-b4f61350d5a0,"Iran says it is ready for unconditional talks with the United States on a prisoner swap because of fears that the coronavirus is endangering inmates, the Iranian news media reported Sunday.",https://www.nytimes.com/2020/05/10/world/middleeast/iran-prisoner-swap.html,465
197,Here’s what you need to know.,2020-05-10,"China Flare-up, Taiwan, Bangkok Pet Salons: Your Monday Briefing",nyt://article/d70324d8-e015-58a0-83c8-78fb16a757f3,(Want to get this briefing by email? Here’s the sign-up.),https://www.nytimes.com/2020/05/10/briefing/china-south-korea-taiwan-coronavirus.html,1442
198,News organizations have long hoped that tech platforms would pay them for news. Now regulators abroad are moving to make that happen.,2020-05-11,Big Tech Has Crushed the News Business. That’s About to Change.,nyt://article/b20473f7-7046-54b5-be0d-c2165d6b4774,"It reads like a coroner’s report on the news business, 623 pages filled with charts and graphs detailing the devastating decline in local news and public policy reporting of the past decade. It landed on the Australian prime minister’s desk last summer, unnoticed by most news consumers in America and around the world.",https://www.nytimes.com/2020/05/10/business/media/big-tech-has-crushed-the-news-business-thats-about-to-change.html,1630
199,Our television critic answers your questions and offers guidance on what to watch next.,2020-05-12,Want a Show That Goes Places? Try ‘Travel Man’,nyt://article/0be555f8-969d-5b06-b327-8d59bd3eebc3,My 12-year-old son has been watching “Naruto” and has been reading about how a generation grew up with this series and the characters. He’s also loved watching “Community” with us. He asked: What’s a funny ensemble show that has just started that he can watch and grow up with the characters? I know it’s a hard ask — who knows what will have potential — but any ideas would be gratefully received. —  Jim,https://www.nytimes.com/2020/05/12/arts/television/bobs-burgers-travel-shows.html,889
