,abstract,date,headline,id,lead_paragraph,section,source,url,word_count
118,Once-fringe ideas in economic theory are now nearly official policy as government borrowing surges and the Federal Reserve signals it could buy unlimited debt.,2020-04-15,How the Government Pulls Coronavirus Relief Money Out of Thin Air,nyt://article/0d8d33dd-aec2-597f-ac85-8f7b6a55ad9c,The United States has responded to the economic havoc wrought by the coronavirus with the biggest relief package in its history: $2 trillion. It essentially replaces a few months of American economic activity with a flood of government money — every penny of it borrowed.,Business Day,The New York Times,https://www.nytimes.com/2020/04/15/business/coronavirus-stimulus-money.html,1266
119,A network of health centers formed by the Soviet Union in the 1920s is providing expertise in quarantines and epidemic response for Covid-19.,2020-04-15,How Bubonic Plague Has Helped Russia Fight the Coronavirus,nyt://article/c0b65c21-2e87-5480-afce-823f00f16140,"MOSCOW — In a remote alpine meadow in Kyrgyzstan a few years ago, a teenage boy killed and skinned a marmot. Five days later, his parents carried the sweating, delirious boy to a village hospital where he died of bubonic plague.",World,The New York Times,https://www.nytimes.com/2020/04/15/world/europe/coronavirus-plague-russia-soviet-union.html,947
120,A New York City doctor on sending her children away while she treats patients in the U.S. epicenter of the pandemic.,2020-04-15,Fighting Coronavirus Means I Haven’t Seen My Kids for a Month,nyt://article/998ae451-c7b0-5770-9ce0-ad6ea4a3f5a7,"It’s been four weeks since I’ve seen my kids, and I’m starting to miss them.",Parenting,The New York Times,https://www.nytimes.com/2020/04/15/parenting/coronavirus-doctor-family.html,1057
121,"As bleak a milestone in the pandemic as the new figures are, unconfirmed cases are believed to be far higher. More than 130,000 people have died from Covid-19.",2020-04-15,Worldwide Confirmed Coronavirus Cases Top 2 Million,nyt://article/c3ae38cc-a7a7-5768-b0b4-d3d610d88e1c,"The coronavirus pandemic passed 2 million confirmed infections and 130,000 deaths worldwide on Wednesday — bleak markers that experts say vastly understate the true spread and toll of the contagion because of a lack of testing.",World,The New York Times,https://www.nytimes.com/2020/04/15/world/coronavirus-cases-world.html,6052
122,The move follows a French court order for the U.S. retailer to limit deliveries to essential goods amid controversy over virus safety measures.,2020-04-15,Amazon to Suspend Operations in France Over Coronavirus Dispute,nyt://article/a867c7ad-224b-5298-8c6b-7311aae26a56,"PARIS — Amazon said Wednesday that it would temporarily halt its operations in France after a court ruled the company had failed to adequately protect warehouse workers against the threat of the coronavirus and that it must restrict deliveries to only food, hygiene and medical products until it addressed the issue.",Business Day,The New York Times,https://www.nytimes.com/2020/04/15/business/amazon-france-covid.html,926
123,"Singapore reported a sharp increase in new infections, many of them among migrant laborers. At a long-term care home in Montreal, two nurses, 150 beds and 31 deaths.",2020-04-16,"Britain’s Coronavirus Lockdown Is Extended, and Putin Postpones Military Parade",nyt://article/1506e5b1-aabd-5d8b-a355-c6011662ad45,Read the latest developments in the coronavirus outbreak here.,World,The New York Times,https://www.nytimes.com/2020/04/16/world/coronavirus-news-updates.html,5865
124,"Now that the pandemic is raging outside China’s borders, foreigners are being shunned, barred from public spaces and even evicted.",2020-04-16,"As Coronavirus Fades in China, Nationalism and Xenophobia Flare",nyt://article/0e0efaf1-b680-5732-90d5-6d56390e4f7e,"HONG KONG — After 16 years in China, a Congolese businessman thought he knew what being black there entailed. He had been subjected to racial slurs and denied apartments, but he had also learned Chinese and made local friends. He loved the country; he called it his second home.",World,The New York Times,https://www.nytimes.com/2020/04/16/world/asia/coronavirus-china-nationalism.html,1441
125,"Rural hospitals have few or no intensive care beds, ventilators or critical care specialists. Here’s how one hospital, with a single doctor caring for inpatients, handled a Covid-19 surge.",2020-04-16,A Tiny Hospital Struggles to Treat a Burst of Coronavirus Patients,nyt://article/322e94cb-f1c8-5ed9-a80e-d509c48e79ed,"Dr. Desmond Wah is used to being the only physician tending to patients during his shifts at Margaret Mary Community Hospital in Batesville, Ind., population 6,500, where at least half of the 25 beds are usually empty. But he was hardly prepared for the weeklong shift he started on March 20, when the two counties Batesville straddles became one of rural America’s worst coronavirus hot spots.",Health,The New York Times,https://www.nytimes.com/2020/04/16/health/coronavirus-rural-hospitals.html,1966
126,"No country is really sure how many people it has lost to the pandemic. But in Spain, it has become bitterly political.",2020-04-16,Counting Bodies and Pointing Fingers as Spain Tallies Coronavirus Dead,nyt://article/e25883be-bdfb-519c-bb2f-a789b0bbe51a,MADRID — Spain is recounting its dead.,World,The New York Times,https://www.nytimes.com/2020/04/16/world/europe/coronoavirus-spain-death-toll.html,1210
127,The billionaire philanthropist is directing $37 million of the funds to programs to help at-risk populations in New York City.,2020-04-16,George Soros’s Foundation Pledges $130 Million in Coronavirus Relief,nyt://article/234d4d00-d182-5d42-b57b-e0281d27e9b1,"George Soros, the billionaire philanthropist and liberal financier, is directing more than $130 million through his foundation to combat the effects of the coronavirus, with $37 million aimed to help at-risk populations in New York City, including undocumented families and low-wage workers.",New York,The New York Times,https://www.nytimes.com/2020/04/16/nyregion/george-soros-foundation-coronavirus.html,640
128,"Facing a global scramble for materials, British officials bought millions of unproven kits from China in a gamble that became an embarrassment.",2020-04-16,U.K. Paid $20 Million for New Coronavirus Tests. They Didn’t Work.,nyt://article/ea4cd39e-5df8-5d6a-ad76-5353f228c1c4,"LONDON — The two Chinese companies were offering a risky proposition: two million home test kits said to detect antibodies for the coronavirus for at least $20 million, take it or leave it.",World,The New York Times,https://www.nytimes.com/2020/04/16/world/europe/coronavirus-antibody-test-uk.html,1655
129,"Nearly 150,000 people with the virus have died. A dispute over coronavirus measures in Sudan’s capital has prompted fears that the military would use a lockdown to seize power.",2020-04-17,W.H.O. Failed to Tell Syrian Kurds of Their First Coronavirus Death: Live Coverage,nyt://article/3963ca82-f35b-538b-a6c9-bcb603abc249,新冠病毒疫情最新消息,World,The New York Times,https://www.nytimes.com/2020/04/17/world/coronavirus-news-updates.html,6193
130,"Here’s a look at some of the types of masks you might encounter, how they work, what to consider when making your own and the level of protection they could provide.",2020-04-17,Coronavirus: Which Mask Should You Wear?,nyt://interactive/b5642f38-ce93-5cee-8820-1c2547f35a2c,"Here’s a look at some of the types of masks you might encounter, how they work, what to consider when making your own and the level of protection they could provide.",Business Day,The New York Times,https://www.nytimes.com/interactive/2020/health/coronavirus-best-face-masks.html,0
131,"The French are cautiously considering digital tracking, which has proved effective in Asia. But can a country that so prizes personal freedom and privacy ever accept it?",2020-04-17,France Weighs Its Love of Liberty in Fight Against Coronavirus,nyt://article/12da5eb0-d302-5399-acdb-a393ec8229af,"PARIS — As France sought clues last month on how to tame the coronavirus, experts looked at one tool that has been central to the strategy of some Asian nations: digital tracking. Citing threats to “individual liberties,” the powerful interior minister dismissed it as alien to “French culture.”",World,The New York Times,https://www.nytimes.com/2020/04/17/world/europe/coronavirus-france-digital-tracking.html,1496
132,Ventilators aren’t the only machines in intensive care units that are in short supply. Doctors have been confronting an unexpected rise in patients with failing kidneys.,2020-04-18,"An Overlooked, Possibly Fatal Coronavirus Crisis: A Dire Need for Kidney Dialysis",nyt://article/0a2eaaac-536d-5e37-b677-2b226eecabaf,"For weeks, U.S. government officials and hospital executives have warned of a looming shortage of ventilators as the coronavirus pandemic descended.",Health,The New York Times,https://www.nytimes.com/2020/04/18/health/kidney-dialysis-coronavirus.html,1838
133,Fallout from the agency’s failed rollout of national coronavirus kits two months ago continues to haunt U.S. efforts to combat the spread of the highly infectious virus.,2020-04-18,"C.D.C. Labs Were Contaminated, Delaying Coronavirus Testing, Officials Say",nyt://article/7f1f09c4-cd42-5ceb-9da7-dcead547a6ac,"Sloppy laboratory practices at the Centers for Disease Control and Prevention caused contamination that rendered the nation’s first coronavirus tests ineffective, federal officials confirmed on Saturday.",Health,The New York Times,https://www.nytimes.com/2020/04/18/health/cdc-coronavirus-lab-contamination-testing.html,849
134,"There will be no quick return to our previous lives, according to nearly two dozen experts. But there is hope for managing the scourge now and in the long term.",2020-04-18,The Coronavirus in America: The Year Ahead,nyt://article/732b7e2e-7552-56a9-88a7-b31f6811db02,"The coronavirus is spreading from America’s biggest cities to its suburbs, and has begun encroaching on the nation’s rural regions. The virus is believed to have infected millions of citizens and has killed more than 34,000.",Health,The New York Times,https://www.nytimes.com/2020/04/18/health/coronavirus-america-future.html,4592
135,Buckingham Palace said the queen had also instructed that flags not be flown in her honor unless it was done while observing social distancing.,2020-04-18,Coronavirus Halts Another U.K. Ritual: Birthday Gun Salute for Queen,nyt://article/54644b06-5519-5d17-8fb2-52349d7104d7,"LONDON — When Queen Elizabeth II turns 94 on Tuesday, for the first time in her nearly seven-decade reign her birthday will not be marked by a gun salute — another longstanding ritual lost to the grim siege of the coronavirus.",World,The New York Times,https://www.nytimes.com/2020/04/18/world/europe/queen-elizabeth-birthday-coronavirus.html,594
136,Iran lifts Tehran’s lockdown. Hong Kong arrests pro-democracy figures even as it fights the virus.,2020-04-18,Germany Starts Broad Antibody Testing to Assess Spread of Coronavirus; Israel Relaxes Restrictions,nyt://article/d85c70f0-775a-5640-b9c8-62d73bc5ba25,,World,The New York Times,https://www.nytimes.com/2020/04/18/world/coronavirus-cases-tracker.html,5240
137,"Folks who live on boats face off with land they can’t set foot on, staring down logistical hurdles, ethical issues and social media harshness.",2020-04-18,The Seas as the Ultimate Coronavirus Isolation? Not. So. Fast.,nyt://article/114c2f40-259b-5db6-bbb2-e6b8e2109a89,"Simon and Carla Fowler are anchored in their catamaran about 650 feet off a deserted beach in the Bahamas, and they have a message for anyone locked down on land who wishes that they too could be self-isolating on the water.",Style,The New York Times,https://www.nytimes.com/2020/04/18/style/coronavirus-yachts.html,2117
138,Volunteers set up their own roadblocks. Neighborhoods set their own limits. The efforts could help the fractious country battle the outbreak but risk also stoking divisions and xenophobia.,2020-04-19,"Powered by Fear, Indians Embrace Coronavirus Lockdown",nyt://article/00ce5b8f-2167-5613-88f3-ef6b5b9cf3ac,"BHOND, India — On the long, straight road into the farming village of Bhond, past fields of tomatoes, eggplant and rust-colored wheat, stood a police barricade, an incongruous sight for a settlement so small and remote.",World,The New York Times,https://www.nytimes.com/2020/04/19/world/asia/india-coronavirus-lockdown.html,1305
139,The pandemic has reached Afghanistan’s presidential palace. Volunteers are stoking divisions as they tighten India’s lockdown.,2020-04-19,Chile to Issue Coronavirus ‘Immunity Cards’ to Those Who Recover,nyt://article/df1a5613-63c5-57ec-b1c7-5ef34c7e75bc,"Volunteer virus patrol squads are popping up across India. Neighborhoods are imposing extra rules and sealing themselves off. In rural areas, some carry sticks, sickles and pockets full of nails for puncturing the tires of cars they deem suspicious.",World,The New York Times,https://www.nytimes.com/2020/04/19/world/coronavirus-news.html,5502
140,An acclaimed young ensemble was making a fragile but sustainable living. Then the bottom dropped out.,2020-04-19,A String Quartet Is Crushed by the Coronavirus,nyt://article/5c78bf84-f12b-500b-9b95-dd99c0eea71a,"Since its formation in 2008, the Tesla Quartet has been showered with critical accolades, released two recordings, hired a manager and lined up a full schedule at major concert halls around the world.",Arts,The New York Times,https://www.nytimes.com/2020/04/19/arts/music/string-quartet-coronavirus.html,1294
141,"Lady Gaga, the Rolling Stones, Billie Eilish and more took over the major networks for a Global Citizen event celebrating essential workers and supporting the World Health Organization.",2020-04-19,Pop Music Faces the Coronavirus in Prime Time,nyt://article/516d99fd-1fff-55df-a392-54a1e266f9f1,"Songs called for inspiration, empathy and perseverance on “One World: Together at Home,” the prime-time special produced by Global Citizen that was broadcast Saturday night on CBS, NBC and ABC and online. Stephen Colbert, Jimmy Fallon and Jimmy Kimmel, late-night representatives from each network, were the hosts, toggling awkwardly between deadpan comedy and earnestness. Lady Gaga helped select the musical lineup, which included Billie Eilish, Lizzo, Taylor Swift, Stevie Wonder, Paul McCartney, Camila Cabello and Shawn Mendes, the Rolling Stones, Elton John and more — many more, since there was also a six-hour webcast before the televised broadcast.",Arts,The New York Times,https://www.nytimes.com/2020/04/19/arts/music/lady-gaga-coronavirus-concert-one-world.html,854
142,"The spread suggests that it is unrealistic for the United States, Europe and the rest of the world to return to the way they were anytime soon, even if viral curves appear to flatten.",2020-04-20,"Singapore Seemed to Have Coronavirus Under Control, Until Cases Doubled",nyt://article/1441caa5-bfd0-5134-b2bc-a087b0268464,Singapore did almost everything right.,World,The New York Times,https://www.nytimes.com/2020/04/20/world/asia/coronavirus-singapore.html,1548
143,"Istanbul recorded 2,100 more deaths over recent years between March and April, The Times found, suggesting a hidden toll.",2020-04-20,Istanbul Death Toll Hints Turkey Is Hiding a Wider Coronavirus Calamity,nyt://article/77b3a866-3538-5713-a272-11d5447eacca,"ISTANBUL — For weeks President Recep Tayyip Erdogan has presented Turkey’s performance in handling the coronavirus as one of the world’s most successful, as he maintained strict control over information about the outbreak.",World,The New York Times,https://www.nytimes.com/2020/04/20/world/middleeast/coronavirus-turkey-deaths.html,1491
144,"Singapore, an early success story, is having a surge in cases, while European countries start to ease restrictions. Oil prices nosedived as a worldwide surplus grew.",2020-04-20,Coronavirus Death Toll Soars in Turkey; W.H.O. Warns of Vaccine Roadblock,nyt://article/2415afa7-c111-535a-88f7-6789155b01eb,,World,The New York Times,https://www.nytimes.com/2020/04/20/world/coronavirus-cases-news.html,5993
145,"Unemployment has skyrocketed, but so has the size of the city’s volunteer pool and the number of people fostering animals. One month into the shutdown, the city is as complex as it ever was.",2020-04-20,11 Numbers That Show How the Coronavirus Has Changed N.Y.C.,nyt://article/02d0e83c-29d4-5c8c-ab16-e65079eb2f89,New York City has never looked so unlike itself. Deserted streets and vacant stores. Essential workers taking to lonely subways. Mandatory face coverings.,New York,The New York Times,https://www.nytimes.com/2020/04/20/nyregion/coronavirus-nyc-numbers-unemployment.html,1277
146,"As it confronts the ravages of the virus, Italy’s less developed south also faces economic carnage not seen since just after World War II, with the poor turning to handouts.",2020-04-21,"For Southern Italy, the Coronavirus Becomes a War on 2 Fronts",nyt://article/a19bb241-cb62-561f-b212-b7c4677d6cbd,"ROME — The coronavirus was already a disaster for Meorina Mazza. In March, it sickened her brother, killed her cousin and prompted officials in Italy’s southern region of Calabria to quarantine her seaside town of San Lucido.",World,The New York Times,https://www.nytimes.com/2020/04/21/world/europe/italy-coronavirus-south.html,1485
147,President Trump’s move to suspend some green cards could make it harder for many immigrants to reunite with loved ones or work in the United States.,2020-04-21,New Immigration Limits Cause Anxiety in Families and Businesses,nyt://article/fba0abfa-2988-59ca-ae35-b5fb3ea23d14,"Families that have waited years to be reunited, businesses that rely on foreign workers, universities that recruit international students with the promise of high-paying American jobs — all of their plans faced new uncertainty on Tuesday as the Trump administration announced new temporary restrictions on permanent residency in the United States.",U.S.,The New York Times,https://www.nytimes.com/2020/04/21/us/trump-immigration-ban-covid.html,1391
148,"The test, sold by LabCorp, would first be made available to health care and other front-line workers, the company said.",2020-04-21,F.D.A. Authorizes First In-Home Test for Coronavirus,nyt://article/36b2bac1-8c58-54f3-a7b9-9e6b1e11f0b1,"The Food and Drug Administration on Tuesday said it had granted emergency clearance to the first in-home test for the coronavirus, a nasal swab kit that will be sold by LabCorp.",Health,The New York Times,https://www.nytimes.com/2020/04/21/health/fda-in-home-test-coronavirus.html,598
149,"In southern Italy, the pandemic is choking an already fragile economy. Protests erupt in Lebanon.",2020-04-21,Coronavirus World Updates: U.N. Warns World Hunger Could Double as Global Economy Crashes,nyt://article/10a2c7cc-4f37-58b2-ad3d-b3186f57ca08,"In Italy, the pandemic hit the wealthy north first and hardest, but the poorer south is also suffering deeply, amid fears that things there could get much worse.",World,The New York Times,https://www.nytimes.com/2020/04/21/world/coronavirus-cases-global.html,5685
150,A 60-day pause in immigration will not apply to guest workers. The Senate passed a $484 billion aid package.,2020-04-21,California Announces Early Coronavirus Deaths; Trump Narrows Immigration Ban,nyt://article/a761c29d-c40e-5573-8dee-d74fc68a78a6,This briefing has ended. Read the latest developments in the coronavirus pandemic here.,U.S.,The New York Times,https://www.nytimes.com/2020/04/21/us/coronavirus-live-news-updates.html,5473
151,"These times are testing leaders from the schoolhouse to the White House, from city halls to corporate suites.",2020-04-21,"We Need Great Leadership Now, and Here’s What It Looks Like",nyt://article/e257df1e-c188-53f4-b87d-477d036cc156,"In a time of crisis, like we are in now, with people feeling frightened and uncertain, leadership doesn’t just matter more. It matters exponentially more.",Opinion,The New York Times,https://www.nytimes.com/2020/04/21/opinion/covid-dov-seidman.html,1424
152,Economists say rewards could overcome hurdles in gauging the overall infection and mortality rates from a limited population sample.,2020-04-21,Don’t Think You Need a Coronavirus Test? What if I Paid You?,nyt://article/b4b16674-375b-5c61-a297-f8fa119e763c,"In March, Andrew Atkeson, an economics professor at the University of California, Los Angeles, tried to assess the mortality rate from the new coronavirus based on what is known about its spread.",Business Day,The New York Times,https://www.nytimes.com/2020/04/21/business/economy/coronavirus-tests-infections.html,1332
153,"After noticing a gender gap in intention to participate, the Census Bureau kicked off a campaign this year to encourage more women to take part.",2020-04-21,The Census Needs to Count Women. The Pandemic Makes That Harder.,nyt://article/35021439-bbfc-57b1-8eaa-3d973aed31a0,"— Maria Olmedo-Malagon, a Census Bureau employee, on what could happen if women aren’t counted",U.S.,The New York Times,https://www.nytimes.com/2020/04/21/us/census-women-covid-pandemic.html,822
154,"A detailed map shows the extent of the coronavirus outbreak, with charts and tables of the number of cases and deaths.",2020-04-22,Canada Coronavirus Map and Case Count,nyt://interactive/3ff41d8f-1f38-57fa-b321-70e20622ccd4,"A detailed map shows the extent of the coronavirus outbreak, with charts and tables of the number of cases and deaths.",World,The New York Times,https://www.nytimes.com/interactive/2020/world/canada/canada-coronavirus-cases.html,0
155,"The education secretary told colleges that congressional relief for students dislocated by campus closures cannot go to undocumented immigrants, even those under federal protection.",2020-04-22,DeVos Excludes ‘Dreamers’ From Coronavirus College Relief,nyt://article/c44b6120-644c-52b4-abe4-666e19265808,"WASHINGTON — The Education Department will prohibit colleges from granting emergency assistance to undocumented students, even those known as Dreamers who are under federal protection, according to guidance issued to colleges and universities on Tuesday.",U.S.,The New York Times,https://www.nytimes.com/2020/04/22/us/politics/coronavirus-funds-colleges-dreamers.html,853
156,"No insurance. 64 years old. Alone, along with all the other black people at the bottom of the pandemic.",2020-04-22,My Mother Is Busy Getting Ready to Die,nyt://article/0d600535-0bfd-597f-af39-2000920b19b9,"My mother is dying a painful death, and it has everything and nothing to do with Covid-19.",Opinion,The New York Times,https://www.nytimes.com/2020/04/22/opinion/coronavirus-race-death.html,744
157,The bittersweet joy of watching vintage games during the coronavirus pandemic.,2020-04-22,I Miss Sports So Much. At Least I Still Have the 2006 Rose Bowl.,nyt://article/b0fdd23c-c2f0-581a-aca7-f5c144c76dc2,"The professional basketball and hockey seasons evaporated in early March. The N.C.A.A. spring tournaments were canceled. Major League Baseball’s Opening Day was postponed. The 2020 Masters — the first major golf tournament of the year, usually held in April — has been moved to November, when the sun will dip below the chilly fairways of Augusta National Golf Club in Georgia around 5 p.m. All of these nullifications have destroyed the sports broadcast calendar. The only newsmaking events on the horizon are those that can be orchestrated digitally — drafts, scouting reports, free agency — the paperwork we turn into a circus when nothing else is grabbing our attention.",Opinion,The New York Times,https://www.nytimes.com/2020/04/22/opinion/covid-sports-canceled-rebroadcasts.html,1099
158,Critics say the federal agency charged with protecting worker safety has played a conspicuously small role during the pandemic.,2020-04-22,Protecting Workers From Coronavirus: OSHA Leaves It to Employers,nyt://article/874c2e65-d919-50c4-adf2-e8bab1be0285,"Adam Ryan, a Target employee in Christiansburg, Va., has felt unsafe at work in recent weeks. He finds it difficult to follow the recommendation that he stay six feet away from others because the store is often crowded and customers linger closely while he restocks shelves.",Business Day,The New York Times,https://www.nytimes.com/2020/04/22/business/economy/coronavirus-osha-workers.html,1437
159,"Gov. Gavin Newsom of California said the state recorded 115 Covid-19 deaths on Wednesday, the deadliest day since the start of the pandemic.",2020-04-23,Newsom Details ‘Deadliest Day’ for California,nyt://video/ef365494-b52e-55b2-81a5-388f3e20a19f,"Gov. Gavin Newsom of California said the state recorded 115 Covid-19 deaths on Wednesday, the deadliest day since the start of the pandemic.",U.S.,AP,https://www.nytimes.com/video/us/politics/100000007104680/coronavirus-california-deaths-newsom.html,0
160,"Some northern cities have reported fresh cases and put restrictions on movement, a sign of how hard it will be for China to fully recover from the outbreak.",2020-04-23,China Imposes New Limits as Coronavirus Fears Return,nyt://article/61bb8d75-e0a4-5121-b722-a4ef762fca17,"Chinese officials have imposed new limits on movement in some northern parts of the country following a spate of new coronavirus infections, in a sign of how difficult it will be to fully recover from an outbreak that virtually paralyzed the country.",World,The New York Times,https://www.nytimes.com/2020/04/23/world/asia/china-coronavirus-new-infections.html,970
161,Belgium said it would start gradually lifting lockdown measures in May.,2020-04-24,E.U. Waters Down Report on China’s Coronavirus Propaganda,nyt://article/506bf0b0-e584-500d-8de1-937fba240cb1,新冠病毒疫情最新消息,World,The New York Times,https://www.nytimes.com/2020/04/24/world/coronavirus-world-tracker.html,6247
162,"It has become an act of resilience in isolation, a way to seduce without touch.",2020-04-24,The Nude Selfie Is Now High Art,nyt://article/417c436d-f673-5cf2-a7aa-9c3f76d3ed23,"Before face-touching became potentially lethal, my friend Dave had a lot of lovers. Now he makes do with nude selfies. He doesn’t even request them, he said. They appear as if by magic: “I wake up and they are just there.”",Opinion,The New York Times,https://www.nytimes.com/2020/04/24/opinion/sunday/covid-nude-selfies.html,1281
163,A balance can be found to be both safe and outdoors.,2020-04-25,How to Save Summer 2020,nyt://article/b64d5db3-7bb1-542f-b23c-2381e406b054,"One evening in mid-March, looking to scratch a creative and social itch, the photographer John Martin texted his neighbors in Grosse Pointe Park, Mich., to come outside for a socially distanced photo shoot. The street, he said, seemed to light up with cheer.",Opinion,The New York Times,https://www.nytimes.com/2020/04/25/opinion/sunday/summer-parks-covid.html,1800
164,They should have been pleased they were getting so much work. Instead they revolted.,2020-04-25,The Day the Household Appliances Quit,nyt://article/70c67c48-b152-520a-b35a-5a455fc19b5d,The kettle was the first to go.,Opinion,The New York Times,https://www.nytimes.com/2020/04/25/opinion/household-appliances-broken-covid.html,814
165,"Gov. Andrew M. Cuomo of New York said despite a slight increase in deaths from Covid-19, the state continued to see a decline in hospitalizations.",2020-04-25,"Hospitalizations Still Declining But Deaths Rise Slightly, Cuomo Says",nyt://video/6fed7cdb-2baf-56dc-9dea-d18766cac7b6,"Gov. Andrew M. Cuomo of New York said despite a slight increase in deaths from Covid-19, the state continued to see a decline in hospitalizations.",U.S.,Reuters,https://www.nytimes.com/video/us/politics/100000007107547/cuomo-new-york-governor-coronavirus-briefing.html,0
166,"A for-profit company bought three struggling hospitals in West Virginia and Ohio. Doctors were fired, supplies ran low and many in need of care had to journey elsewhere. Then the doors shut for good.",2020-04-26,Closed Hospitals Leave Rural Patients ‘Stranded’ as Coronavirus Spreads,nyt://article/c7431131-ed39-5bb7-a465-bfab357fc67f,"Michael Nuzum had spent weeks fighting coronavirus-like symptoms — a wracking cough, terrible chills, an exhausting fever — before collapsing at his home in rural West Virginia.",U.S.,The New York Times,https://www.nytimes.com/2020/04/26/us/hospital-closures-west-virginia-ohio.html,2054
167,"The tests are not reliable enough to guide policy on lockdowns and reopenings, experts said. But they can help model the spread of the virus.",2020-04-26,Can Antibody Tests Help End the Coronavirus Pandemic?,nyt://article/62ef17b1-97e2-5710-816b-48b1af36f5fd,"A survey of New Yorkers last week found that one in five city residents carried antibodies to the new coronavirus — and in that, Gov. Andrew M. Cuomo saw good news.",Health,The New York Times,https://www.nytimes.com/2020/04/26/health/can-antibody-tests-help-end-the-coronavirus-pandemic.html,1221
168,"No barriers, not enough staffing, low wages. They seem to not know there’s a danger to employees.",2020-04-26,I Never Planned to Be a Front-Line Worker at Dollar General,nyt://article/427036b4-4358-506a-9ec9-18d477bfa38a,"ALEXANDRIA, La. — I’ve been working at Dollar General here for more than two years. My manager is wonderful, and I have a great relationship with my customers. But when I took this job I never planned to become a worker on the front line of a pandemic.",Opinion,The New York Times,https://www.nytimes.com/2020/04/26/opinion/covid-workers-dollar-general.html,971
169,"Downing Street’s daily updates are worlds away from the White House’s in tone, but they share a purpose: to control the narrative and deflect blame over a heavily criticized response.",2020-04-26,U.K. Coronavirus Briefings Offer a More Genteel Spin Than Trump’s,nyt://article/00dfe3d9-1161-51e4-852c-1f1fdf8a24e4,"LONDON — Each evening at the stroke of 5, a British cabinet minister and two expert advisers walk into a clubby, wood-paneled room at 10 Downing Street and take their places behind three socially distanced lecterns.",World,The New York Times,https://www.nytimes.com/2020/04/26/world/europe/uk-us-coronavirus-briefings-trump-johnson.html,1181
170,They have launched insult-armed drones. They have confronted scofflaws on the streets. They have gone incognito. And now they will enforce the rules for how Italians can resume their lives.,2020-04-26,"Comic Insults Aside, Mayors Act as Sentinels in Italy’s Coronavirus Tragedy",nyt://article/200793a2-6c94-56c3-a27c-f1667103d833,"ROME — In a sort of coronavirus edition of “Undercover Boss,” the mayor of the northern Italian town of Asti this past week surreptitiously inspected supermarkets for the illegal sale of inessential products.",World,The New York Times,https://www.nytimes.com/2020/04/26/world/europe/italy-mayors-coronavirus.html,1139
171,"A Times correspondent, now in New York, compares the fight against the coronavirus with other wars he has known.",2020-04-26,Is the Light at the End of This Tunnel the Beam of an Oncoming Train?,nyt://article/52aa9ef1-5bb4-5543-97ac-0844cfb5ffa7,"Having been a war correspondent much of my life, I can’t shake the feeling that the war against the coronavirus is a lot like the real thing.",Opinion,The New York Times,https://www.nytimes.com/2020/04/26/opinion/war-correspondent-covid.html,1528
172,"There have been some 20,000 more deaths than would be expected over all, and thousands more than have been captured in the city’s official coronavirus statistics.",2020-04-27,"N.Y.C. Deaths Reach 6 Times the Normal Level, Far More Than Coronavirus Count Suggests",nyt://interactive/0671efef-e862-526e-af6a-20c19efef36d,"There have been some 20,000 more deaths than would be expected over all, and thousands more than have been captured in the city’s official coronavirus statistics.",The Upshot,The New York Times,https://www.nytimes.com/interactive/2020/04/27/upshot/coronavirus-deaths-new-york-city.html,0
173,Are there moments of “normalcy” that you feel nostalgic for? Is there anything from life a few months ago that you took for granted?,2020-04-27,What Do You Miss Most About Your Life Before the Pandemic?,nyt://article/b7381bf8-d74f-5dbe-8cdb-1f25998391b0,"In “When Life Felt Normal: Your Pre-Pandemic Moments,” Hannah Wise writes:",The Learning Network,The New York Times,https://www.nytimes.com/2020/04/27/learning/what-do-you-miss-most-about-your-life-before-the-pandemic.html,784
174,"Kayleigh McEnany saw Donald J. Trump as her ticket to stardom. She has been fighting for him for much of her adult life, now as the president’s fourth press secretary.",2020-04-27,"In Kayleigh McEnany, Trump Taps a Press Fighter for the Coronavirus Era",nyt://article/36f9e9f4-215f-5614-bbbd-882b0a153b4c,WASHINGTON — Kayleigh McEnany was a Harvard law student at a Manhattan rooftop cocktail party in the summer of 2015 when a colleague awakened her to the opportunity that was Donald J. Trump.,U.S.,The New York Times,https://www.nytimes.com/2020/04/27/us/politics/kayleigh-mcenany-trump-coronavirus.html,1680
175,"Even as the global death toll passed 200,000, countries are mapping out a return to public life. Health care workers in Mexico, India and other countries are facing attacks.",2020-04-27,Scientists Race For a Coronavirus Vaccine,nyt://article/6015ccab-464a-5fee-8ed1-45f5ae86efac,This briefing has ended. Follow our latest coverage of the coronavirus pandemic.,World,The New York Times,https://www.nytimes.com/2020/04/27/world/coronavirus-world-pandemic.html,6522
176,One that mobilizes scientists.,2020-04-27,We Need a New Kind of National Guard,nyt://article/a38d6347-ef14-5db0-8c49-851b78b0310e,"In normal times, clinical microbiologists are often invisible. They’re hidden away in hospital laboratories developing and overseeing diagnostic tests, and so are the bench technologists who run those tests. That’s different now. These scientists are on the front lines of the pandemic, testing patients’ samples for the coronavirus. But there are not enough of them.",Opinion,The New York Times,https://www.nytimes.com/2020/04/27/opinion/biomedical-national-guard-covid.html,676
